,player_pos,goal_pos,tier,original_reward,dist_to_goal,max_dist
3399,"(1, 16)","(16, 7)",0,0,24,25.0
3400,"(1, 16)","(16, 7)",0,0,24,25.0
3401,"(1, 16)","(16, 7)",0,0,24,25.0
3402,"(1, 16)","(16, 7)",0,0,24,25.0
3403,"(1, 16)","(16, 7)",0,0,24,25.0
3404,"(1, 16)","(16, 7)",0,0,24,25.0
3405,"(1, 16)","(16, 7)",0,0,24,25.0
3406,"(1, 16)","(16, 7)",0,0,24,25.0
3407,"(1, 16)","(16, 7)",0,0,24,25.0
3408,"(1, 16)","(16, 7)",0,0,24,25.0
3409,"(1, 16)","(16, 7)",0,0,24,25.0
3410,"(1, 16)","(16, 7)",0,0,24,25.0
3411,"(1, 16)","(16, 7)",0,0,24,25.0
3412,"(1, 16)","(16, 7)",0,0,24,25.0
3413,"(1, 17)","(16, 7)",0,0,25,25.0
3414,"(1, 17)","(16, 7)",0,0,25,25.0
3415,"(1, 17)","(16, 7)",0,0,25,25.0
3416,"(1, 17)","(16, 7)",0,0,25,25.0
3417,"(1, 17)","(16, 7)",0,0,25,25.0
3418,"(1, 17)","(16, 7)",0,0,25,25.0
3419,"(1, 17)","(16, 7)",0,0,25,25.0
3420,"(1, 17)","(16, 7)",0,0,25,25.0
3421,"(1, 17)","(16, 7)",0,0,25,25.0
3422,"(1, 17)","(16, 7)",0,0,25,25.0
3423,"(1, 17)","(16, 7)",0,0,25,25.0
3424,"(1, 17)","(16, 7)",0,0,25,25.0
3425,"(1, 17)","(16, 7)",0,0,25,25.0
3426,"(1, 17)","(16, 7)",0,0,25,25.0
3427,"(1, 17)","(16, 7)",0,0,25,25.0
3428,"(1, 17)","(16, 7)",0,0,25,25.0
3429,"(1, 17)","(16, 7)",0,0,25,25.0
3430,"(1, 17)","(16, 7)",0,0,25,25.0
3431,"(1, 17)","(16, 7)",0,0,25,25.0
3432,"(1, 17)","(16, 7)",0,0,25,25.0
3433,"(1, 17)","(16, 7)",0,0,25,25.0
3434,"(1, 17)","(16, 7)",0,0,25,25.0
3435,"(1, 17)","(16, 7)",0,0,25,25.0
3436,"(1, 17)","(16, 7)",0,0,25,25.0
3437,"(1, 17)","(16, 7)",0,0,25,25.0
3438,"(1, 17)","(16, 7)",0,0,25,25.0
3439,"(1, 17)","(16, 7)",0,0,25,25.0
3440,"(1, 17)","(16, 7)",0,0,25,25.0
3441,"(1, 17)","(16, 7)",0,0,25,25.0
3442,"(1, 17)","(16, 7)",0,0,25,25.0
3443,"(1, 17)","(16, 7)",0,0,25,25.0
3444,"(1, 17)","(16, 7)",0,0,25,25.0
3445,"(1, 17)","(16, 7)",0,0,25,25.0
3446,"(1, 17)","(16, 7)",0,0,25,25.0
3447,"(1, 17)","(16, 7)",0,0,25,25.0
3448,"(1, 17)","(16, 7)",0,0,25,25.0
3449,"(1, 17)","(16, 7)",0,0,25,25.0
3450,"(1, 17)","(16, 7)",0,0,25,25.0
3451,"(1, 17)","(16, 7)",0,0,25,25.0
